"CaseNo","SegID","MilePost","Month","Day","Time","Weekday","Impact","Weather","SurfCond","Light","Severity","Fire"
"2002013840",1498,187.45,"04","26","0743","5","A2","2","1","1",7,"0"
"2002013881",861,131.49,"04","26","1625","5","A4","3","2","1",1,"0"
"2002013896",2032,253.50,"04","25","1815","4","A2","1","1","1",1,"0"
"2002013915",1050,151.51,"04","16","1640","2","A1","3","2","1",1,"0"
"2002013936",1337,171.90,"04","26","1844","5","D3","3","2","1",1,"0"
"2002013937",1354,173.36,"04","26","1709","5","D1","3","2","1",1,"0"
"2002013948",980,144.59,"04","30","0001","2","D1","1","1","6",7,"0"
"2002013951",2738,73.34,"05","24","1935","5","A2","1","1","1",7,"0"
"2002013952",3756,4.36,"04","30","0720","2","D2","1","1","1",1,"0"
"2002014005",4032,24.06,"04","25","0825","4","D2","1","1","1",1,"0"
"2002014012",863,131.99,"04","30","1715","2","D2","1","1","1",6,"0"
"2002014026",882,133.75,"04","01","0655","1","A3","3","2","1",1,"0"
"2002014029",881,133.56,"04","02","1547","2","D1","1","1","1",7,"0"
"2002014036",873,132.81,"04","02","0740","2","A4","1","1","1",7,"0"
"2002014067",3751,3.99,"04","12","1913","5","D2","3","2","1",7,"0"
"2002014077",3616,286.80,"05","31","1650","5","D2","1","1","1",7,"0"
"2002014081",957,142.01,"03","08","1808","5","D3","2","1","1",1,"0"
"2002014142",817,124.01,"04","26","1305","5","D2","3","2","1",1,"0"
"2002014147",817,124.04,"04","26","1300","5","D2","3","2","1",1,"0"
"2002014194",575,88.07,"05","31","0600","5","D2","1","1","1",7,"0"
"2002014200",1337,171.94,"05","21","1736","2","A4","3","2","1",1,"0"
"2002014215",1308,169.42,"05","29","1534","3","D1","2","1","1",1,"0"
"2002014219",3935,17.44,"05","30","0755","4","D3","2","1","1",1,"0"
"2002014233",1305,169.26,"05","30","1425","4","D3","1","1","1",7,"0"
"2002014287",3606,285.31,"05","14","1730","2","A2","1","1","1",1,"0"
"2002014290",1010,147.43,"05","17","1312","5","D2","1","1","1",1,"0"
"2002014318",1420,179.50,"04","02","0840","2","D1","1","1","1",5,"0"
"2002014365",840,128.46,"05","09","1810","4","D1","1","1","1",7,"0"
"2002014377",563,84.84,"05","06","1145","1","A1","2","2","1",7,"0"
"2002014385",3785,5.74,"05","17","1300","5","A2","1","1","1",1,"0"
"2002014389",1156,158.37,"04","13","0038","6","A3","3","2","6",1,"0"
"2002014396",1109,155.20,"04","18","2044","4","D1","1","1","6",7,"0"
"2002014406",1010,147.45,"04","23","1820","2","D1","1","1","1",7,"0"
"2002014412",2344,8.28,"05","29","1600","3","D1","1","1","1",7,"0"
"2002014436",1198,162.34,"05","22","0950","3","A4","1","1","1",7,"0"
"2002014487",126,15.49,"05","01","1535","3","A2","1","1","1",1,"0"
"2002014507",1515,188.85,"05","03","1600","5","A4","1","1","1",1,"0"
"2002014511",1299,168.57,"05","22","1900","3","D2","1","1","1",1,"0"
"2002014545",495,76.87,"05","20","2355","1","A1","2","1","6",6,"0"
"2002014557",23,1.50,"05","11","1145","6","D3","1","1","1",1,"0"
"2002014559",2612,47.47,"05","22","1743","3","D1","2","1","1",6,"0"
"2002014574",989,145.88,"05","22","0750","3","D3","2","1","1",7,"0"
"2002014576",118,14.31,"05","25","1204","6","A3","1","1","1",7,"0"
"2002014656",4111,1.35,"05","03","1718","5","A2","1","1","1",1,"0"
"2002014659",1309,169.50,"05","04","1320","6","D2","1","1","1",1,"0"
"2002014738",4061,27.03,"05","22","0755","3","D2","2","2","1",1,"0"
"2002014745",1604,198.71,"05","14","1333","2","D1","1","1","1",7,"0"
"2002014777",3755,4.18,"05","10","1853","5","D2","1","1","1",7,"0"
"2002014781",1366,174.97,"05","16","0810","4","D3","1","1","1",1,"0"
"2002014782",1226,164.03,"05","15","1535","3","A3","1","1","1",7,"0"
"2002014794",1291,167.58,"05","15","1525","3","D5","1","1","1",1,"0"
"2002014796",819,124.68,"05","14","1835","2","A1","1","1","1",1,"0"
"2002014800",1597,198.41,"05","06","1054","1","A3","3","3","1",1,"0"
"2002014822",3713,1.14,"05","01","1500","3","A1","1","1","1",1,"0"
"2002014847",1314,170.06,"05","16","1426","4","D3","1","1","1",1,"0"
"2002014862",2348,8.91,"05","09","0810","4","D1","1","1","1",1,"0"
"2002014869",1194,162.04,"05","15","0849","3","A3","1","1","1",6,"0"
"2002014871",3713,1.14,"05","31","1840","5","A2","1","1","1",1,"0"
"2002014882",837,128.06,"05","05","1810","7","A2","2","1","1",7,"0"
"2002014888",908,135.45,"05","05","1700","7","D4","2","2","1",1,"0"
"2002014889",3787,6.42,"04","22","2125","1","D2","1","1","4",1,"0"
"2002014904",573,87.90,"05","17","1340","5","A2","1","1","1",7,"0"
"2002014908",3509,278.77,"05","03","1652","5","A1","1","1","1",7,"0"
"2002014922",3733,2.44,"05","05","1515","7","A1","2","1","1",1,"0"
"2002014948",749,116.27,"05","24","1230","5","A2","1","1","1",7,"0"
"2002014967",675,105.97,"05","22","1221","3","D1","3","2","1",7,"0"
"2002014980",2306,6.71,"05","09","1511","4","A1","1","1","1",7,"0"
"2002014992",856,131.06,"05","12","2012","7","A3","1","1","1",1,"0"
"2002014993",2348,8.76,"04","26","1430","5","D1","3","2","1",1,"0"
"2002014998",3873,13.67,"05","01","0944","3","A1","1","1","1",1,"0"
"2002015001",874,132.87,"05","11","1701","6","A3","1","1","1",1,"0"
"2002015036",894,134.83,"05","12","1830","7","A3","1","1","1",5,"0"
"2002015042",1063,152.55,"05","28","1806","2","D4","1","1","1",1,"0"
"2002015044",855,130.66,"05","19","1332","7","A1","3","2","1",1,"0"
"2002015084",3699,0.48,"05","12","0949","7","A2","1","1","1",1,"0"
"2002015085",884,133.83,"05","28","1522","2","D3","3","2","1",1,"0"
"2002015104",987,145.65,"05","21","1725","2","D1","1","1","1",1,"0"
"2002015109",3751,4.00,"05","13","1619","1","A2","3","2","1",1,"0"
"2002015124",3750,3.95,"05","03","1550","5","D1","1","1","1",1,"0"
"2002015146",988,145.85,"05","17","1335","5","D4","1","1","1",1,"0"
"2002015155",531,80.99,"05","06","1333","1","A1","2","1","1",1,"0"
"2002015170",563,84.84,"05","06","1133","1","A1","2","2","1",7,"0"
"2002015171",3805,8.93,"05","10","1545","5","D2","1","1","1",1,"0"
"2002015189",3787,6.47,"05","10","1905","5","D2","1","1","1",1,"0"
"2002015209",4117,2.50,"05","08","0910","3","A2","1","1","1",1,"0"
"2002015226",1262,165.83,"05","08","1515","3","D3","1","1","1",1,"0"
"2002015237",1189,161.81,"05","08","1005","3","A2","1","1","1",7,"0"
"2002015246",3712,1.13,"05","15","1540","3","D2","1","1","1",7,"0"
"2002015280",962,142.20,"05","13","1815","1","D4","3","2","1",1,"0"
"2002015284",853,130.08,"03","07","1652","4","D1","1","1","1",1,"0"
"2002015287",980,144.58,"05","24","1249","5","D4","1","1","1",7,"0"
"2002015298",1177,161.26,"05","30","0925","4","A4","1","1","1",7,"0"
"2002015304",3722,1.80,"05","31","1605","5","D1","1","1","1",1,"0"
"2002015311",3810,9.26,"05","28","0700","2","A1","1","1","1",1,"0"
"2002015316",3712,1.09,"05","14","1820","2","A2","1","1","1",1,"0"
"2002015327",4283,12.23,"05","02","1743","4","A1","2","1","1",1,"0"
"2002015332",1224,163.44,"05","09","0848","4","A5","1","1","1",7,"0"
"2002015363",3707,0.88,"05","12","1145","7","D2","1","1","1",1,"0"
"2002015364",2346,8.56,"05","21","1858","2","D2","3","2","1",7,"0"
"2002015411",4107,0.95,"05","30","1805","4","A2","1","1","1",6,"0"
"2002015415",1320,170.31,"05","09","1605","4","D3","1","1","1",7,"0"
"2002015468",3610,285.70,"05","08","1610","3","A2","1","1","1",1,"0"
"2002015476",880,133.46,"05","07","1640","2","A3","2","1","1",1,"0"
"2002015478",880,133.47,"05","07","1641","2","A1","2","1","1",1,"0"
"2002015508",970,143.16,"05","06","1850","1","D2","3","2","1",1,"0"
"2002015521",1604,198.72,"05","17","1843","5","A1","1","1","1",1,"0"
"2002015536",1564,193.36,"05","12","0850","7","D1","1","1","1",1,"0"
"2002015571",1538,191.96,"05","12","1150","7","A4","1","1","1",1,"0"
"2002015602",1267,166.10,"05","02","1508","4","D4","2","1","1",7,"0"
"2002015603",143,19.59,"05","25","1149","6","A3","2","1","1",7,"0"
"2002015606",1302,169.06,"05","02","1255","4","D2","2","2","1",1,"0"
"2002015645",3857,12.75,"05","16","2205","4","D2","3","2","4",7,"0"
"2002015661",1329,171.26,"05","19","1345","7","D2","2","1","1",1,"0"
"2002015673",3865,13.09,"05","16","0931","4","A4","1","1","1",1,"0"
"2002015680",4116,1.62,"05","16","1008","4","D1","1","1","1",7,"0"
"2002015800",1451,181.87,"05","04","1428","6","D1","2","1","1",7,"0"
"2002015805",882,133.70,"05","12","1445","7","A3","1","1","1",7,"0"
"2002015814",597,94.09,"05","06","1927","1","D3","1","1","1",7,"0"
"2002015822",1299,168.48,"05","18","1900","6","D4","1","1","1",1,"0"
"2002015827",1372,175.56,"05","18","1420","6","D4","1","1","1",1,"0"
"2002015834",1337,171.91,"05","18","1307","6","D3","1","1","1",1,"0"
"2002015838",1263,165.90,"05","19","1802","7","D3","2","2","1",6,"0"
"2002015880",1013,147.93,"05","02","0930","4","A4","2","1","1",1,"0"
"2002015893",4107,1.02,"05","13","1731","1","A2","3","2","1",1,"0"
"2002015917",3712,1.04,"05","11","1818","6","A1","1","1","1",1,"0"
"2002015919",3713,1.15,"05","05","1626","7","A1","2","1","1",1,"0"
"2002015941",883,133.76,"05","13","1755","1","D1","3","2","1",1,"0"
"2002015949",36,2.50,"05","28","1530","2","A2","3","2","1",6,"0"
"2002015968",1225,163.99,"05","11","1039","6","A1","1","1","1",1,"0"
"2002015973",1822,227.88,"05","03","1730","5","A1","1","1","1",7,"0"
"2002015980",1249,165.39,"05","06","1343","1","A2","3","2","1",7,"0"
"2002015982",1356,173.79,"05","07","2151","2","A1","1","1","4",7,"0"
"2002016002",4119,3.07,"05","28","1500","2","A1","3","2","1",7,"0"
"2002016015",3957,18.95,"05","14","1535","2","A1","1","1","1",1,"0"
"2002016044",1278,166.56,"05","27","2010","1","A4","3","2","3",1,"0"
"2002016049",3521,279.25,"05","10","1625","5","A1","1","1","1",1,"0"
"2002016079",1361,174.62,"05","09","1535","4","A3","1","1","1",7,"0"
"2002016086",1268,166.14,"05","08","1430","3","D1","1","1","1",1,"0"
"2002016092",1357,173.91,"05","10","0739","5","D4","1","1","1",1,"0"
"2002016095",3589,283.93,"05","10","1634","5","A3","1","1","1",1,"0"
"2002016099",3508,278.72,"05","10","1450","5","A1","1","1","1",6,"0"
"2002016110",3929,16.52,"05","10","1759","5","A2","1","1","1",1,"0"
"2002016113",1225,163.65,"05","07","1447","2","D2","1","1","1",1,"0"
"2002016115",1597,198.51,"05","14","0806","2","D3","3","2","1",1,"0"
"2002016116",1215,163.15,"05","07","1437","2","D1","1","1","1",1,"0"
"2002016120",3978,20.79,"05","10","1605","5","A2","1","1","1",1,"0"
"2002016122",881,133.56,"05","10","1530","5","A3","1","1","1",7,"0"
"2002016127",831,126.45,"05","10","1615","5","A1","1","1","1",1,"0"
"2002016135",1311,169.85,"05","13","1007","1","D2","2","1","1",7,"0"
"2002016136",1453,182.14,"05","15","1540","3","D2","1","1","1",1,"0"
"2002016139",1347,172.76,"05","12","1315","7","D1","1","1","1",7,"0"
"2002016144",1354,173.25,"05","11","1652","6","D3","1","1","1",1,"0"
"2002016149",1027,149.38,"05","28","1448","2","D4","3","2","1",7,"0"
"2002016156",3755,4.21,"05","31","0758","5","D2","1","1","1",1,"0"
"2002016158",2344,8.28,"05","16","2144","4","D2","3","2","4",1,"0"
"2002016177",1328,171.06,"05","10","1642","5","D3","1","1","1",1,"0"
"2002016183",1054,151.94,"05","05","1030","7","D1","1","1","1",1,"0"
"2002016187",3750,3.79,"05","13","1804","1","A2","3","2","1",1,"0"
"2002016207",1327,170.99,"05","06","1845","1","D1","2","2","1",7,"0"
"2002016224",3843,11.17,"05","15","1840","3","D2","1","1","1",1,"0"
"2002016236",1333,171.56,"05","12","1544","7","D1","1","1","1",7,"0"
"2002016237",1283,167.12,"05","20","1541","1","D2","1","1","1",7,"0"
"2002016248",3843,11.16,"05","14","1705","2","D1","1","1","1",1,"0"
"2002016263",3713,1.15,"05","10","2246","5","A1","1","1","4",1,"0"
"2002016271",951,141.01,"05","03","1045","5","D1","2","1","1",1,"0"
"2002016305",3958,19.43,"05","10","1740","5","A3","1","1","1",1,"0"
"2002016340",3702,0.75,"05","09","1750","4","D2","1","1","1",1,"0"
"2002016374",4136,4.69,"05","06","0808","1","D1","1","1","1",1,"0"
"2002016377",965,142.40,"05","16","2244","4","D1","3","2","6",1,"0"
"2002016389",4203,7.33,"05","20","1256","1","A1","1","1","1",7,"0"
"2002016392",1324,170.82,"05","21","0641","2","A2","2","1","1",1,"0"
"2002016402",1174,161.07,"05","12","0545","7","D4","1","1","2",7,"0"
"2002016406",1286,167.28,"05","22","0755","3","A1","2","2","1",1,"0"
"2002016438",1515,188.81,"05","24","1745","5","A1","1","1","1",7,"0"
"2002016439",2638,52.94,"05","24","1851","5","A3","1","1","1",1,"0"
"2002016447",930,138.23,"05","17","1900","5","D2","1","1","1",1,"0"
"2002016450",812,123.54,"05","17","1820","5","D3","1","1","1",7,"0"
"2002016454",1310,169.71,"05","15","0740","3","D1","1","1","1",7,"0"
"2002016456",970,143.39,"05","17","1250","5","D1","1","1","1",7,"0"
"2002016459",1357,173.99,"05","13","1458","1","A1","3","2","1",1,"0"
"2002016486",596,93.33,"05","06","1543","1","D1","1","1","1",7,"0"
"2002016514",1306,169.34,"05","30","1515","4","D4","1","1","1",1,"0"
"2002016533",2530,31.72,"05","06","1627","1","D3","4","3","1",1,"0"
"2002016548",3860,12.86,"05","23","1545","4","A2","1","1","1",1,"0"
"2002016552",1292,167.76,"05","24","0908","5","A1","1","1","1",1,"0"
"2002016557",3881,13.90,"05","25","0820","6","A4","2","2","1",7,"0"
"2002016582",989,145.88,"05","22","0750","3","D3","2","1","1",1,"0"
"2002016584",1196,162.27,"05","28","2335","2","D1","3","2","6",6,"0"
"2002016598",1281,166.91,"05","16","2050","4","A3","3","2","4",1,"0"
"2002016601",4096,0.25,"05","10","1845","5","D2","1","1","1",1,"0"
"2002016605",4099,0.50,"05","02","2255","4","D2","3","2","4",1,"0"
"2002016607",1006,146.96,"05","29","1600","3","D4","1","1","1",1,"0"
"2002016617",3750,3.85,"05","03","0810","5","D2","9","9","1",1,"0"
"2002016621",1247,165.34,"05","02","1218","4","A2","2","1","4",1,"0"
"2002016640",986,145.41,"05","24","1345","5","D2","1","1","1",1,"0"
"2002016644",4184,6.91,"05","03","1722","5","D1","2","1","1",7,"0"
"2002016659",4192,7.04,"05","13","1454","1","D1","3","2","1",1,"0"
"2002016664",678,106.43,"05","09","1719","4","A1","2","1","1",1,"0"
"2002016665",477,74.38,"05","17","1115","5","A1","1","1","1",7,"0"
"2002016668",4120,3.59,"05","04","2329","6","D2","2","1","4",7,"0"
"2002016678",4017,23.39,"05","02","1751","4","A2","1","1","1",1,"0"
"2002016686",894,134.67,"05","05","1715","7","A4","1","1","1",7,"0"
"2002016695",891,134.27,"05","05","1700","7","A4","3","2","1",1,"0"
"2002016697",516,78.48,"05","17","0750","5","A1","1","1","1",1,"0"
"2002016747",1464,182.96,"05","24","1530","5","A4","1","1","1",1,"0"
"2002016760",3789,6.73,"05","31","1310","5","D2","1","1","1",7,"0"
"2002016761",840,128.32,"05","28","1526","2","D1","3","2","1",1,"0"
"2002016764",2347,8.66,"05","16","0920","4","D1","1","1","1",1,"0"
"2002016778",1455,182.28,"05","17","0930","5","D4","1","1","1",7,"0"
"2002016779",3755,4.21,"05","28","0735","2","D1","1","2","1",1,"0"
"2002016784",2250,1.79,"05","23","1559","4","D3","1","1","1",1,"0"
"2002016785",3750,3.89,"05","28","1440","2","D1","3","2","1",1,"0"
"2002016790",1519,189.22,"05","17","1405","5","A2","1","1","1",1,"0"
"2002016823",3722,1.84,"05","24","2245","5","A1","1","1","4",1,"0"
"2002016846",840,128.34,"05","28","1656","2","D3","3","2","1",1,"0"
"2002016852",4119,3.10,"05","31","0916","5","D2","1","1","1",1,"0"
"2002016873",1356,173.86,"05","24","1552","5","D4","1","1","1",1,"0"
"2002016877",2392,13.42,"05","31","1800","5","A2","1","1","1",7,"0"
"2002016880",1225,163.96,"05","28","0840","2","A4","1","1","1",7,"0"
"2002016902",1333,171.57,"05","28","1545","2","D3","3","2","1",1,"0"
"2002016907",4121,4.00,"05","29","1040","3","D1","1","1","1",7,"0"
"2002016911",3997,22.16,"05","24","0813","5","D1","1","1","1",1,"0"
"2002016932",831,126.67,"05","30","1640","4","A2","1","1","1",1,"0"
"2002016940",2398,13.96,"05","29","0845","3","D1","2","1","1",1,"0"
"2002016957",5,0.36,"05","19","1425","7","D1","2","2","1",1,"0"
"2002016958",2408,15.09,"05","31","1605","5","A1","1","1","1",1,"0"
"2002016960",1269,166.21,"05","26","1635","7","D3","1","1","1",1,"0"
"2002016969",1310,169.71,"05","28","1640","2","A3","3","2","1",1,"0"
"2002016972",3821,10.26,"05","30","1816","4","D2","1","1","1",1,"0"
"2002016987",1198,162.31,"05","23","1433","4","A4","1","1","1",7,"0"
"2002016988",3555,281.65,"05","29","1729","3","D1","1","1","1",1,"0"
"2002017003",1267,166.06,"05","17","0745","5","D3","2","2","1",7,"0"
"2002017008",1027,149.38,"05","20","1700","1","D3","1","1","1",1,"0"
"2002017026",1915,236.35,"05","24","1015","5","D1","1","1","1",7,"0"
"2002017038",1899,235.11,"05","13","2015","1","D1","2","1","1",1,"0"
"2002017056",3744,2.99,"05","19","1724","7","A1","3","2","1",7,"0"
"2002017072",4179,6.69,"05","28","1630","2","D1","2","2","1",1,"0"
"2002017079",1267,166.04,"05","21","0819","2","D2","2","1","1",7,"0"
"2002017093",857,131.21,"05","16","1400","4","A1","1","1","1",1,"0"
"2002017107",864,132.31,"05","16","0727","4","A2","1","1","1",7,"0"
"2002017114",1580,194.06,"05","24","1448","5","D3","1","1","1",1,"0"
"2002017115",1159,158.57,"05","22","0754","3","A4","3","2","1",7,"0"
"2002017120",3629,288.11,"05","24","1727","5","A3","1","1","1",7,"0"
"2002017133",1534,191.27,"05","17","1443","5","A4","1","1","1",7,"0"
"2002017142",4038,24.41,"05","20","1712","1","A2","1","1","1",1,"0"
"2002017149",3716,1.36,"05","17","1130","5","A2","1","1","1",7,"0"
"2002017156",3755,4.17,"05","17","1050","5","D2","1","1","1",7,"0"
"2002017181",1305,169.32,"06","14","1500","5","D1","1","1","1",1,"0"
"2002017183",1045,151.12,"05","16","0552","4","A3","1","1","1",7,"0"
"2002017184",4042,24.88,"05","23","0718","4","D2","1","1","1",1,"0"
"2002017186",1534,190.65,"05","16","1750","4","A1","1","1","1",7,"0"
"2002017189",3939,17.58,"05","22","0648","3","D2","3","2","1",1,"0"
"2002017205",1308,169.46,"06","15","1611","6","A2","1","1","1",1,"0"
"2002017207",4104,0.83,"06","18","1850","2","A2","3","2","1",1,"0"
"2002017211",1521,189.35,"05","23","1730","4","A3","1","1","1",7,"0"
"2002017212",1467,183.35,"05","15","0722","3","D2","1","1","1",1,"0"
"2002017220",1433,180.27,"05","15","0640","3","D3","1","1","1",1,"0"
"2002017228",424,67.98,"06","21","1320","5","A2","1","1","1",1,"0"
"2002017242",3712,1.05,"06","17","1132","1","A1","3","2","1",6,"0"
"2002017248",1071,153.41,"06","17","1305","1","A2","3","2","1",7,"0"
"2002017254",456,72.27,"06","11","1518","2","D1","1","1","1",7,"0"
"2002017279",4038,24.32,"05","10","1631","5","D2","1","1","1",6,"0"
"2002017332",4117,2.54,"06","18","1925","2","D1","2","1","1",1,"0"
"2002017338",3846,11.65,"06","20","1540","4","A3","1","1","1",1,"0"
"2002017341",1239,164.77,"06","17","1130","1","A2","3","2","1",1,"0"
"2002017347",3960,19.81,"06","16","0717","7","D1","1","1","1",1,"0"
"2002017356",808,123.04,"06","11","1245","2","D1","1","1","1",1,"0"
"2002017362",1309,169.52,"06","09","1455","7","D1","1","1","1",1,"0"
"2002017364",4117,2.59,"06","12","1410","3","D1","1","1","1",7,"0"
"2002017386",1328,171.09,"06","13","0812","4","A4","1","1","1",7,"0"
"2002017388",3896,14.52,"06","19","1645","3","D3","1","1","1",7,"0"
"2002017394",1322,170.72,"06","13","1356","4","D3","1","1","1",1,"0"
"2002017409",1323,170.76,"06","13","0825","4","D1","1","1","1",1,"0"
"2002017412",1227,164.04,"06","13","1147","4","A4","1","1","1",6,"0"
"2002017418",1279,166.68,"06","13","1849","4","D3","1","1","1",1,"0"
"2002017423",4120,3.50,"06","11","2005","2","A1","1","1","1",1,"0"
"2002017426",3957,18.63,"06","13","1720","4","D1","1","1","1",1,"0"
"2002017447",1538,191.87,"06","27","1850","4","A3","1","1","1",1,"0"
"2002017467",986,145.64,"06","07","0146","5","D1","2","1","6",7,"0"
"2002017472",989,145.89,"06","06","2210","4","D4","1","1","6",6,"0"
"2002017478",757,116.82,"06","21","1635","5","D3","1","1","1",1,"0"
"2002017486",1063,152.55,"06","27","0955","4","D4","3","2","1",7,"0"
"2002017487",916,136.25,"06","19","1715","3","D1","1","1","1",1,"0"
"2002017488",3742,2.96,"06","14","1130","5","D2","1","1","1",1,"0"
"2002017495",731,114.25,"06","19","0940","3","A2","1","1","1",1,"0"
"2002017502",1219,163.31,"06","22","1230","6","A2","1","1","1",6,"0"
"2002017504",1296,168.14,"05","22","1520","3","D3","3","2","1",7,"0"
"2002017509",3640,289.82,"06","29","1535","6","D2","1","1","1",7,"0"
"2002017510",1255,165.63,"05","22","0846","3","D3","1","1","1",7,"0"
"2002017518",3540,280.34,"06","01","0845","6","A2","1","1","1",6,"0"
"2002017521",1269,166.24,"05","22","0815","3","D1","3","2","1",1,"0"
"2002017535",3886,14.03,"06","17","1118","1","A4","3","2","1",1,"0"
"2002017537",678,106.32,"06","07","1553","5","D2","2","1","1",1,"0"
